;start_timestamp;end_timestamp;chord;song_name
0;0.0;3.2508;C:maj;530_Foreigner-1982-Records-06-Urgent
1;3.2508;4.1796;D:min;530_Foreigner-1982-Records-06-Urgent
2;4.1796;7.8019;A:maj;530_Foreigner-1982-Records-06-Urgent
3;7.8019;11.1456;E:maj;530_Foreigner-1982-Records-06-Urgent
4;11.1456;11.61;D:maj;530_Foreigner-1982-Records-06-Urgent
5;11.61;16.254;E:7;530_Foreigner-1982-Records-06-Urgent
6;16.254;20.2478;C:maj;530_Foreigner-1982-Records-06-Urgent
7;20.2478;24.4274;A:maj;530_Foreigner-1982-Records-06-Urgent
8;24.4274;32.7866;E:7;530_Foreigner-1982-Records-06-Urgent
9;32.7866;36.8733;C:maj;530_Foreigner-1982-Records-06-Urgent
10;36.8733;40.96;A:maj;530_Foreigner-1982-Records-06-Urgent
11;40.96;43.0034;E:7;530_Foreigner-1982-Records-06-Urgent
12;43.0034;46.2541;E:min7;530_Foreigner-1982-Records-06-Urgent
13;46.2541;47.3687;D:maj;530_Foreigner-1982-Records-06-Urgent
14;47.3687;48.1117;A:min;530_Foreigner-1982-Records-06-Urgent
15;48.1117;49.4121;C:maj;530_Foreigner-1982-Records-06-Urgent
16;49.4121;50.7124;E:min;530_Foreigner-1982-Records-06-Urgent
17;50.7124;51.6412;D:maj;530_Foreigner-1982-Records-06-Urgent
18;51.6412;53.5917;A:min/b3;530_Foreigner-1982-Records-06-Urgent
19;53.5917;54.9849;E:min;530_Foreigner-1982-Records-06-Urgent
20;54.9849;55.9137;D:maj;530_Foreigner-1982-Records-06-Urgent
21;55.9137;57.5855;A:min;530_Foreigner-1982-Records-06-Urgent
22;57.5855;57.8641;D:maj;530_Foreigner-1982-Records-06-Urgent
23;57.8641;58.8858;E:min;530_Foreigner-1982-Records-06-Urgent
24;58.8858;60.0004;D:maj;530_Foreigner-1982-Records-06-Urgent
25;60.0004;60.6505;A:min7;530_Foreigner-1982-Records-06-Urgent
26;60.6505;62.0437;C:maj;530_Foreigner-1982-Records-06-Urgent
27;62.0437;62.9725;E:maj;530_Foreigner-1982-Records-06-Urgent
28;62.9725;64.0871;D:maj;530_Foreigner-1982-Records-06-Urgent
29;64.0871;66.1304;A:7;530_Foreigner-1982-Records-06-Urgent
30;66.1304;74.4896;E:7;530_Foreigner-1982-Records-06-Urgent
31;74.4896;78.5763;C:maj;530_Foreigner-1982-Records-06-Urgent
32;78.5763;82.9417;A:maj;530_Foreigner-1982-Records-06-Urgent
33;82.9417;90.0005;E:maj;530_Foreigner-1982-Records-06-Urgent
0;0.0;2.6006;B:maj;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
1;2.6006;6.0372;E:maj;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
2;6.0372;7.2446;A:maj/5;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
3;7.2446;10.8669;E:maj;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
4;10.8669;12.1673;A:maj/5;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
5;12.1673;15.8824;E:maj;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
6;15.8824;16.9041;A:maj/5;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
7;16.9041;20.6193;E:maj;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
8;20.6193;22.384;A:maj;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
9;22.384;23.1271;E:maj;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
10;23.1271;24.7989;D:maj;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
11;24.7989;25.542;A:maj;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
12;25.542;25.9135;G:min;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
13;25.9135;26.6565;G:maj;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
14;26.6565;27.1209;D:maj;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
15;27.1209;27.9568;A:maj;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
16;27.9568;32.6008;B:maj;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
17;32.6008;36.4089;E:maj;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
18;36.4089;37.059;D:maj;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
19;37.059;37.6163;A:maj;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
20;37.6163;41.2386;E:maj;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
21;41.2386;41.9817;D:maj;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
22;41.9817;42.3532;A:maj;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
23;42.3532;46.1613;E:maj;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
24;46.1613;46.7185;D:maj;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
25;46.7185;47.1829;A:maj;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
26;47.1829;50.8053;E:maj;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
27;50.8053;52.0127;D:maj;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
28;52.0127;53.6845;A:maj;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
29;53.6845;54.4276;E:maj;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
30;54.4276;56.0065;D:maj;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
31;56.0065;56.7496;A:maj;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
32;56.7496;57.957;G:maj;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
33;57.957;58.4214;D:maj;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
34;58.4214;59.1644;A:maj;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
35;59.1644;63.9013;B:maj;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
36;63.9013;73.6537;C:maj;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
37;73.6537;74.8611;F:maj;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
38;74.8611;79.9695;C:7;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
39;79.9695;82.1058;F:maj/5;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
40;82.1058;83.3132;C:maj;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
41;83.3132;86.6569;E:7;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
42;86.6569;88.1429;A:maj/5;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
43;88.1429;90.0005;E:maj;531_Aerosmith-1987-Classics Live II-08-Toys In The Attic
0;0.0;0.2786;C:maj;532_Michael Schenker Group-On And On
1;0.2786;2.2291;C:min/b3;532_Michael Schenker Group-On And On
2;2.2291;4.3654;F:maj;532_Michael Schenker Group-On And On
3;4.3654;5.2013;G:min;532_Michael Schenker Group-On And On
4;5.2013;6.0372;C:maj/5;532_Michael Schenker Group-On And On
5;6.0372;6.6873;C:min/5;532_Michael Schenker Group-On And On
6;6.6873;8.8236;G:min;532_Michael Schenker Group-On And On
7;8.8236;9.7524;C:maj/5;532_Michael Schenker Group-On And On
8;9.7524;10.9598;C:min/5;532_Michael Schenker Group-On And On
9;10.9598;11.9815;F:maj;532_Michael Schenker Group-On And On
10;11.9815;12.4459;G:min;532_Michael Schenker Group-On And On
11;12.4459;13.0032;C:maj/5;532_Michael Schenker Group-On And On
12;13.0032;14.4893;C:min/5;532_Michael Schenker Group-On And On
13;14.4893;15.3252;F:maj;532_Michael Schenker Group-On And On
14;15.3252;15.9753;G:min;532_Michael Schenker Group-On And On
15;15.9753;16.9041;C:maj;532_Michael Schenker Group-On And On
16;16.9041;18.1116;C:min/5;532_Michael Schenker Group-On And On
17;18.1116;20.1549;F:maj;532_Michael Schenker Group-On And On
18;20.1549;20.8051;G:7;532_Michael Schenker Group-On And On
19;20.8051;21.9196;Eb:maj;532_Michael Schenker Group-On And On
20;21.9196;22.384;F:7;532_Michael Schenker Group-On And On
21;22.384;24.5203;G:maj;532_Michael Schenker Group-On And On
22;24.5203;24.8918;Bb:maj;532_Michael Schenker Group-On And On
23;24.8918;25.9135;F:maj;532_Michael Schenker Group-On And On
24;25.9135;26.4707;G:maj;532_Michael Schenker Group-On And On
25;26.4707;27.2138;F:maj;532_Michael Schenker Group-On And On
26;27.2138;27.9568;G:maj;532_Michael Schenker Group-On And On
27;27.9568;28.8856;Eb:maj;532_Michael Schenker Group-On And On
28;28.8856;29.2571;F:maj;532_Michael Schenker Group-On And On
29;29.2571;29.9073;G:maj7;532_Michael Schenker Group-On And On
30;29.9073;30.6503;F:maj;532_Michael Schenker Group-On And On
31;30.6503;31.3934;G:maj;532_Michael Schenker Group-On And On
32;31.3934;31.8578;Bb:maj;532_Michael Schenker Group-On And On
33;31.8578;32.7866;F:maj;532_Michael Schenker Group-On And On
34;32.7866;34.9228;G:min;532_Michael Schenker Group-On And On
35;34.9228;36.2231;Eb:maj;532_Michael Schenker Group-On And On
36;36.2231;36.8733;G:min;532_Michael Schenker Group-On And On
37;36.8733;37.5234;F:maj;532_Michael Schenker Group-On And On
38;37.5234;38.3594;G:min;532_Michael Schenker Group-On And On
39;38.3594;38.8238;Bb:maj;532_Michael Schenker Group-On And On
40;38.8238;39.7526;F:maj;532_Michael Schenker Group-On And On
41;39.7526;40.4027;G:min;532_Michael Schenker Group-On And On
42;40.4027;40.96;F:maj;532_Michael Schenker Group-On And On
43;40.96;41.7959;G:min;532_Michael Schenker Group-On And On
44;41.7959;42.8176;Eb:maj;532_Michael Schenker Group-On And On
45;42.8176;43.1891;F:maj;532_Michael Schenker Group-On And On
46;43.1891;43.8393;G:maj;532_Michael Schenker Group-On And On
47;43.8393;44.5823;F:maj;532_Michael Schenker Group-On And On
48;44.5823;45.3254;G:min;532_Michael Schenker Group-On And On
49;45.3254;45.6969;Bb:maj;532_Michael Schenker Group-On And On
50;45.6969;46.6257;F:maj;532_Michael Schenker Group-On And On
51;46.6257;47.3687;Bb:maj;532_Michael Schenker Group-On And On
52;47.3687;48.2046;C:maj;532_Michael Schenker Group-On And On
53;48.2046;49.2263;Eb:maj;532_Michael Schenker Group-On And On
54;49.2263;50.1551;F:maj;532_Michael Schenker Group-On And On
55;50.1551;50.991;Bb:maj7;532_Michael Schenker Group-On And On
56;50.991;51.7341;C:7;532_Michael Schenker Group-On And On
57;51.7341;52.8486;Eb:maj;532_Michael Schenker Group-On And On
58;52.8486;53.5917;F:maj;532_Michael Schenker Group-On And On
59;53.5917;54.4276;Bb:maj;532_Michael Schenker Group-On And On
60;54.4276;55.2635;C:maj;532_Michael Schenker Group-On And On
61;55.2635;56.1923;Eb:maj;532_Michael Schenker Group-On And On
62;56.1923;57.1211;F:maj;532_Michael Schenker Group-On And On
63;57.1211;57.7712;Bb:maj;532_Michael Schenker Group-On And On
64;57.7712;59.7217;C:min;532_Michael Schenker Group-On And On
65;59.7217;61.858;F:maj;532_Michael Schenker Group-On And On
66;61.858;62.6939;G:min;532_Michael Schenker Group-On And On
67;62.6939;63.9942;Eb:maj;532_Michael Schenker Group-On And On
68;63.9942;64.6444;G:min;532_Michael Schenker Group-On And On
69;64.6444;65.3874;F:maj;532_Michael Schenker Group-On And On
70;65.3874;65.9447;G:min;532_Michael Schenker Group-On And On
71;65.9447;67.5236;F:maj;532_Michael Schenker Group-On And On
72;67.5236;68.0809;G:min;532_Michael Schenker Group-On And On
73;68.0809;68.8239;F:maj;532_Michael Schenker Group-On And On
74;68.8239;69.3812;G:min;532_Michael Schenker Group-On And On
75;69.3812;69.6599;Bb:maj;532_Michael Schenker Group-On And On
76;69.6599;70.5887;Eb:maj;532_Michael Schenker Group-On And On
77;70.5887;70.9602;F:7;532_Michael Schenker Group-On And On
78;70.9602;71.6103;G:maj;532_Michael Schenker Group-On And On
79;71.6103;72.3534;F:maj7;532_Michael Schenker Group-On And On
80;72.3534;72.9107;G:min;532_Michael Schenker Group-On And On
81;72.9107;74.5825;F:maj;532_Michael Schenker Group-On And On
82;74.5825;76.6259;G:7;532_Michael Schenker Group-On And On
83;76.6259;77.9262;Eb:maj;532_Michael Schenker Group-On And On
84;77.9262;78.4834;G:maj;532_Michael Schenker Group-On And On
85;78.4834;79.1336;F:maj;532_Michael Schenker Group-On And On
86;79.1336;79.8766;G:maj;532_Michael Schenker Group-On And On
87;79.8766;80.4339;Bb:maj;532_Michael Schenker Group-On And On
88;80.4339;81.3627;F:maj;532_Michael Schenker Group-On And On
89;81.3627;83.5918;G:min;532_Michael Schenker Group-On And On
90;83.5918;84.7993;Eb:maj;532_Michael Schenker Group-On And On
91;84.7993;85.4494;G:maj7;532_Michael Schenker Group-On And On
92;85.4494;88.4216;F:maj;532_Michael Schenker Group-On And On
93;88.4216;88.9789;Bb:maj;532_Michael Schenker Group-On And On
94;88.9789;90.0005;C:maj;532_Michael Schenker Group-On And On
0;0.0;1.579;G:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
1;1.579;3.065;Eb:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
2;3.065;4.4582;G:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
3;4.4582;6.0372;Eb:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
4;6.0372;7.709;Db:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
5;7.709;9.0093;E:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
6;9.0093;10.4954;C:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
7;10.4954;11.9815;Ab:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
8;11.9815;13.3747;G:min;533_Alice In Chains-1992-SAP-02-Got Me Wrong
9;13.3747;14.8608;Eb:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
10;14.8608;15.8824;G:min;533_Alice In Chains-1992-SAP-02-Got Me Wrong
11;15.8824;17.74;Eb:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
12;17.74;19.5048;Db:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
13;19.5048;20.6193;E:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
14;20.6193;22.1983;C:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
15;22.1983;23.5915;Ab:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
16;23.5915;24.9847;G:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
17;24.9847;26.4707;Eb:maj/3;533_Alice In Chains-1992-SAP-02-Got Me Wrong
18;26.4707;27.7711;G:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
19;27.7711;29.35;Eb:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
20;29.35;30.4646;G:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
21;30.4646;32.6937;Eb:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
22;32.6937;33.6225;Bb:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
23;33.6225;35.1086;Eb:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
24;35.1086;35.6659;G:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
25;35.6659;37.6163;Eb:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
26;37.6163;38.0807;F:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
27;38.0807;39.2882;G:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
28;39.2882;41.0529;Eb:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
29;41.0529;42.1674;G:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
30;42.1674;43.9322;Eb:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
31;43.9322;45.1396;G:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
32;45.1396;49.6907;Eb:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
33;49.6907;50.8053;G:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
34;50.8053;52.57;Eb:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
35;52.57;52.7557;F:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
36;52.7557;53.6845;G:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
37;53.6845;58.1428;Eb:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
38;58.1428;59.7217;Db:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
39;59.7217;61.1149;E:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
40;61.1149;62.6939;C:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
41;62.6939;63.9942;Ab:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
42;63.9942;65.2945;G:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
43;65.2945;67.1521;Eb:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
44;67.1521;68.1738;G:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
45;68.1738;69.4741;Eb:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
46;69.4741;71.3317;Db:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
47;71.3317;72.7249;E:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
48;72.7249;74.211;C:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
49;74.211;75.6042;Ab:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
50;75.6042;76.9974;Eb:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
51;76.9974;78.019;F:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
52;78.019;80.2482;Ab:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
53;80.2482;80.9912;Db:maj7;533_Alice In Chains-1992-SAP-02-Got Me Wrong
54;80.9912;82.7559;Eb:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
55;82.7559;83.6847;F:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
56;83.6847;86.8426;Ab:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
57;86.8426;88.3287;Eb:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
58;88.3287;89.3504;F:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
59;89.3504;90.0005;Ab:maj;533_Alice In Chains-1992-SAP-02-Got Me Wrong
0;0.0;1.579;A:maj;534_Pink Floyd-1973-Dark Side Of The Moon-02-Breathe
1;1.579;5.2941;E:min;534_Pink Floyd-1973-Dark Side Of The Moon-02-Breathe
2;5.2941;8.9165;A:7;534_Pink Floyd-1973-Dark Side Of The Moon-02-Breathe
3;8.9165;12.7245;E:min7;534_Pink Floyd-1973-Dark Side Of The Moon-02-Breathe
4;12.7245;16.4397;A:7;534_Pink Floyd-1973-Dark Side Of The Moon-02-Breathe
5;16.4397;20.2478;E:min7;534_Pink Floyd-1973-Dark Side Of The Moon-02-Breathe
6;20.2478;23.963;A:maj;534_Pink Floyd-1973-Dark Side Of The Moon-02-Breathe
7;23.963;27.6782;E:min;534_Pink Floyd-1973-Dark Side Of The Moon-02-Breathe
8;27.6782;31.3934;A:maj;534_Pink Floyd-1973-Dark Side Of The Moon-02-Breathe
9;31.3934;35.1086;C:maj7;534_Pink Floyd-1973-Dark Side Of The Moon-02-Breathe
10;35.1086;38.9166;B:min;534_Pink Floyd-1973-Dark Side Of The Moon-02-Breathe
11;38.9166;42.6318;F:maj7;534_Pink Floyd-1973-Dark Side Of The Moon-02-Breathe
12;42.6318;44.4894;G:maj;534_Pink Floyd-1973-Dark Side Of The Moon-02-Breathe
13;44.4894;45.5111;D:7;534_Pink Floyd-1973-Dark Side Of The Moon-02-Breathe
14;45.5111;46.4399;Eb:min;534_Pink Floyd-1973-Dark Side Of The Moon-02-Breathe
15;46.4399;50.248;E:min;534_Pink Floyd-1973-Dark Side Of The Moon-02-Breathe
16;50.248;53.0344;A:7;534_Pink Floyd-1973-Dark Side Of The Moon-02-Breathe
17;53.0344;53.8703;D:maj;534_Pink Floyd-1973-Dark Side Of The Moon-02-Breathe
18;53.8703;57.7712;E:min7;534_Pink Floyd-1973-Dark Side Of The Moon-02-Breathe
19;57.7712;61.3936;A:maj;534_Pink Floyd-1973-Dark Side Of The Moon-02-Breathe
20;61.3936;65.2016;E:min7;534_Pink Floyd-1973-Dark Side Of The Moon-02-Breathe
21;65.2016;69.0097;A:maj;534_Pink Floyd-1973-Dark Side Of The Moon-02-Breathe
22;69.0097;72.7249;E:min;534_Pink Floyd-1973-Dark Side Of The Moon-02-Breathe
23;72.7249;76.4401;A:maj;534_Pink Floyd-1973-Dark Side Of The Moon-02-Breathe
24;76.4401;80.2482;C:maj7;534_Pink Floyd-1973-Dark Side Of The Moon-02-Breathe
25;80.2482;83.9634;B:min7;534_Pink Floyd-1973-Dark Side Of The Moon-02-Breathe
26;83.9634;87.7714;F:maj7;534_Pink Floyd-1973-Dark Side Of The Moon-02-Breathe
27;87.7714;89.629;G:7;534_Pink Floyd-1973-Dark Side Of The Moon-02-Breathe
28;89.629;90.0005;D:maj;534_Pink Floyd-1973-Dark Side Of The Moon-02-Breathe
0;0.0;0.8359;G:maj;535_Scorpions-1979-Lovedrive-03-Always Somewhere
1;0.8359;1.8576;F:maj;535_Scorpions-1979-Lovedrive-03-Always Somewhere
2;1.8576;3.065;E:min7;535_Scorpions-1979-Lovedrive-03-Always Somewhere
3;3.065;5.1084;A:min;535_Scorpions-1979-Lovedrive-03-Always Somewhere
4;5.1084;7.2446;C:maj;535_Scorpions-1979-Lovedrive-03-Always Somewhere
5;7.2446;9.3809;G:maj;535_Scorpions-1979-Lovedrive-03-Always Somewhere
6;9.3809;10.4025;F:maj;535_Scorpions-1979-Lovedrive-03-Always Somewhere
7;10.4025;11.61;E:min;535_Scorpions-1979-Lovedrive-03-Always Somewhere
8;11.61;13.6533;A:min;535_Scorpions-1979-Lovedrive-03-Always Somewhere
9;13.6533;15.6967;C:maj;535_Scorpions-1979-Lovedrive-03-Always Somewhere
10;15.6967;17.8329;G:maj;535_Scorpions-1979-Lovedrive-03-Always Somewhere
11;17.8329;22.0125;A:min;535_Scorpions-1979-Lovedrive-03-Always Somewhere
12;22.0125;24.1488;C:maj;535_Scorpions-1979-Lovedrive-03-Always Somewhere
13;24.1488;26.285;G:maj;535_Scorpions-1979-Lovedrive-03-Always Somewhere
14;26.285;27.3995;F:maj;535_Scorpions-1979-Lovedrive-03-Always Somewhere
15;27.3995;28.5141;E:min7;535_Scorpions-1979-Lovedrive-03-Always Somewhere
16;28.5141;30.5575;A:min;535_Scorpions-1979-Lovedrive-03-Always Somewhere
17;30.5575;32.6937;C:maj;535_Scorpions-1979-Lovedrive-03-Always Somewhere
18;32.6937;34.8299;G:maj;535_Scorpions-1979-Lovedrive-03-Always Somewhere
19;34.8299;39.0095;A:min;535_Scorpions-1979-Lovedrive-03-Always Somewhere
20;39.0095;41.2386;C:maj;535_Scorpions-1979-Lovedrive-03-Always Somewhere
21;41.2386;43.282;G:maj;535_Scorpions-1979-Lovedrive-03-Always Somewhere
22;43.282;44.3966;F:maj;535_Scorpions-1979-Lovedrive-03-Always Somewhere
23;44.3966;45.4182;E:min7;535_Scorpions-1979-Lovedrive-03-Always Somewhere
24;45.4182;45.9755;A:maj;535_Scorpions-1979-Lovedrive-03-Always Somewhere
25;45.9755;47.6473;A:min;535_Scorpions-1979-Lovedrive-03-Always Somewhere
26;47.6473;49.5049;C:maj;535_Scorpions-1979-Lovedrive-03-Always Somewhere
27;49.5049;50.5266;G:maj;535_Scorpions-1979-Lovedrive-03-Always Somewhere
28;50.5266;51.8269;E:min/b3;535_Scorpions-1979-Lovedrive-03-Always Somewhere
29;51.8269;56.0065;A:min;535_Scorpions-1979-Lovedrive-03-Always Somewhere
30;56.0065;58.1428;C:maj;535_Scorpions-1979-Lovedrive-03-Always Somewhere
31;58.1428;60.279;G:maj;535_Scorpions-1979-Lovedrive-03-Always Somewhere
32;60.279;61.3007;F:maj;535_Scorpions-1979-Lovedrive-03-Always Somewhere
33;61.3007;62.5081;E:min7;535_Scorpions-1979-Lovedrive-03-Always Somewhere
34;62.5081;64.3657;A:min;535_Scorpions-1979-Lovedrive-03-Always Somewhere
35;64.3657;64.5515;B:min7;535_Scorpions-1979-Lovedrive-03-Always Somewhere
36;64.5515;66.5948;C:maj;535_Scorpions-1979-Lovedrive-03-Always Somewhere
37;66.5948;68.7311;G:maj;535_Scorpions-1979-Lovedrive-03-Always Somewhere
38;68.7311;72.9107;A:min;535_Scorpions-1979-Lovedrive-03-Always Somewhere
39;72.9107;74.7683;C:maj;535_Scorpions-1979-Lovedrive-03-Always Somewhere
40;74.7683;75.7899;E:min7/b3;535_Scorpions-1979-Lovedrive-03-Always Somewhere
41;75.7899;77.1831;G:maj;535_Scorpions-1979-Lovedrive-03-Always Somewhere
42;77.1831;78.2048;F:maj;535_Scorpions-1979-Lovedrive-03-Always Somewhere
43;78.2048;79.3194;E:min7;535_Scorpions-1979-Lovedrive-03-Always Somewhere
44;79.3194;81.4556;A:min;535_Scorpions-1979-Lovedrive-03-Always Somewhere
45;81.4556;83.4061;C:maj;535_Scorpions-1979-Lovedrive-03-Always Somewhere
46;83.4061;85.6352;G:maj;535_Scorpions-1979-Lovedrive-03-Always Somewhere
47;85.6352;90.0005;A:min;535_Scorpions-1979-Lovedrive-03-Always Somewhere
0;0.0;1.3003;E:min;536_Megadeth-1997-Cryptic Writings-01-Trust
1;1.3003;3.065;C:maj;536_Megadeth-1997-Cryptic Writings-01-Trust
2;3.065;4.9226;A:min;536_Megadeth-1997-Cryptic Writings-01-Trust
3;4.9226;6.6873;F:maj;536_Megadeth-1997-Cryptic Writings-01-Trust
4;6.6873;8.5449;E:min;536_Megadeth-1997-Cryptic Writings-01-Trust
5;8.5449;10.3097;C:maj;536_Megadeth-1997-Cryptic Writings-01-Trust
6;10.3097;12.1673;A:min;536_Megadeth-1997-Cryptic Writings-01-Trust
7;12.1673;13.932;Bb:maj;536_Megadeth-1997-Cryptic Writings-01-Trust
8;13.932;15.8824;E:min;536_Megadeth-1997-Cryptic Writings-01-Trust
9;15.8824;17.6472;C:maj7;536_Megadeth-1997-Cryptic Writings-01-Trust
10;17.6472;19.4119;A:min;536_Megadeth-1997-Cryptic Writings-01-Trust
11;19.4119;21.2695;F:maj;536_Megadeth-1997-Cryptic Writings-01-Trust
12;21.2695;23.0342;E:min;536_Megadeth-1997-Cryptic Writings-01-Trust
13;23.0342;24.8918;C:maj7;536_Megadeth-1997-Cryptic Writings-01-Trust
14;24.8918;26.6565;A:maj;536_Megadeth-1997-Cryptic Writings-01-Trust
15;26.6565;30.6503;F:maj;536_Megadeth-1997-Cryptic Writings-01-Trust
16;30.6503;32.1364;E:min;536_Megadeth-1997-Cryptic Writings-01-Trust
17;32.1364;34.1798;C:maj7;536_Megadeth-1997-Cryptic Writings-01-Trust
18;34.1798;35.7587;A:min;536_Megadeth-1997-Cryptic Writings-01-Trust
19;35.7587;36.4089;Bb:maj;536_Megadeth-1997-Cryptic Writings-01-Trust
20;36.4089;36.7804;E:min;536_Megadeth-1997-Cryptic Writings-01-Trust
21;36.7804;37.3377;D:min;536_Megadeth-1997-Cryptic Writings-01-Trust
22;37.3377;37.8021;C:maj;536_Megadeth-1997-Cryptic Writings-01-Trust
23;37.8021;39.381;E:min;536_Megadeth-1997-Cryptic Writings-01-Trust
24;39.381;41.4244;C:maj;536_Megadeth-1997-Cryptic Writings-01-Trust
25;41.4244;43.0034;A:min;536_Megadeth-1997-Cryptic Writings-01-Trust
26;43.0034;43.4678;Bb:maj;536_Megadeth-1997-Cryptic Writings-01-Trust
